"Id_Customer","Y","Customer_Type","BirthDate","Customer_Open_Date","P_Client","Educational_Level","Marital_Status","Number_Of_Dependant","Years_At_Residence","Net_Annual_Income","Years_At_Business","Prod_Sub_Category","Prod_Decision_Date","Source","Type_Of_Residence","Nb_Of_Products","Prod_Closed_Date","Prod_Category"
159,0,"Existing Client","12/09/1955","13/03/2011","NP_Client","Master/PhD","Married",3,30,"36",1,"C","15/05/2011","Sales","Old rent",2,"24/09/2012","B"
4763,0,"Non Existing Client","26/08/1980","27/10/2011","NP_Client","University","Married",0,1,"36",1,"G","01/11/2011","Sales","Owned",1,"","C"
2599,0,"Non Existing Client","22/03/1956","22/08/2011","NP_Client","University","Married",3,21,"36",1,"C","23/08/2011","Sales","Owned",1,"","B"
6995,0,"Existing Client","07/09/1948","18/09/2008","NP_Client","Master/PhD","Married",0,25,"150",40,"C","07/02/2012","Branch","Owned",1,"","D"
6875,0,"Existing Client","12/06/1946","14/04/1983","NP_Client","Master/PhD","Married",2,30,"1200",5,"P","18/01/2012","Branch","Owned",1,"","F"
4098,0,"Non Existing Client","12/02/1982","05/10/2011","NP_Client","University","Single",0,15,"30",1,"C","09/10/2011","Sales","Owned",1,"","B"
9472,0,"Non Existing Client","01/02/1960","22/04/2012","NP_Client","University","Married",0,15,"36",1,"C","23/04/2012","Sales","Owned",1,"","B"
6780,0,"Non Existing Client","03/10/1985","22/01/2012","NP_Client","University","Single",0,1,"25",1,"C","23/01/2012","Sales","Owned",1,"","B"
5214,0,"Existing Client","16/05/1968","17/09/2009","NP_Client","University","Divorced",2,10,"36",3,"C","30/11/2011","Sales","Owned",1,"","B"
8064,1,"Existing Client","14/04/1976","12/02/2012","NP_Client","University","Married",0,20,"51,6",10,"C","15/03/2012","Sales","Owned",1,"06/02/2013","L"
1956,0,"Existing Client","21/05/1981","01/04/2009","NP_Client","Master/PhD","Married",0,20,"36",1,"G","24/08/2011","Sales","Owned",1,"","C"
8842,0,"Existing Client","11/06/1963","30/08/2006","NP_Client","University","Married",0,16,"36",16,"C","11/04/2012","Sales","Owned",1,"","D"
3503,0,"Non Existing Client","22/01/1975","25/09/2011","NP_Client","University","Married",0,22,"18",2,"C","26/09/2011","Sales","Owned",1,"","B"
2859,0,"Non Existing Client","03/12/1980","07/09/2011","NP_Client","University","Single",0,6,"22",2,"C","15/09/2011","Branch","Owned",1,"30/05/2013","B"
8028,0,"Existing Client","15/08/1981","28/08/2011","NP_Client","University","Married",0,15,"36",1,"C","27/03/2012","Sales","Owned",1,"","B"
415,0,"Non Existing Client","21/03/1989","22/05/2011","NP_Client","University","Single",0,15,"30",1,"C","23/05/2011","Sales","Owned",1,"","D"
7351,0,"Non Existing Client","11/04/1962","08/02/2012","NP_Client","University","Married",0,15,"36",1,"C","14/02/2012","Sales","Owned",1,"","B"
6823,1,"Non Existing Client","01/10/1981","23/01/2012","NP_Client","University","Single",0,10,"36",3,"C","24/01/2012","Sales","Owned",1,"25/09/2012","C"
4973,0,"Non Existing Client","15/11/1982","15/11/2011","NP_Client","University","Married",0,15,"30",1,"C","16/11/2011","Sales","Owned",1,"","B"
4255,0,"Non Existing Client","28/10/1972","16/10/2011","NP_Client","University","Married",2,1,"36",1,"C","19/10/2011","Sales","Owned",1,"","B"
9012,0,"Existing Client","24/03/1974","27/02/2012","NP_Client","University","Married",3,20,"53,7",16,"C","24/04/2012","Sales","Owned",1,"","L"
1598,0,"Non Existing Client","10/01/1958","19/07/2011","NP_Client","University","Married",0,15,"36",1,"C","20/07/2011","Sales","Owned",1,"","B"
5483,1,"Non Existing Client","19/04/1981","01/12/2011","NP_Client","University","Married",3,7,"25",1,"C","04/12/2011","Sales","Owned",1,"31/10/2012","B"
751,1,"Non Existing Client","27/05/1986","30/05/2011","NP_Client","University","Single",0,0,"30",1,"C","01/06/2011","Branch","Parents",1,"31/07/2012","K"
654,0,"Existing Client","12/02/1984","01/11/2010","NP_Client","University","Married",0,16,"58,8",6,"C","30/05/2011","Branch","Parents",1,"13/01/2013","K"
5041,0,"Non Existing Client","15/09/1968","23/11/2011","NP_Client","University","Married",0,10,"36",10,"C","24/11/2011","Sales","Owned",1,"","B"
1169,0,"Existing Client","10/05/1976","09/12/2004","NP_Client","University","Single",0,26,"25,2",1,"C","14/07/2011","Branch","Old rent",2,"18/04/2012","L"
4188,0,"Non Existing Client","28/10/1957","16/10/2011","NP_Client","University","Married",0,10,"50",10,"C","17/10/2011","Branch","Owned",3,"11/06/2012","D"
7614,0,"Non Existing Client","25/11/1948","20/02/2012","NP_Client","University","Widowed",4,30,"25",1,"C","22/02/2012","Sales","Owned",1,"","D"
7204,0,"Non Existing Client","30/03/1956","21/01/2012","NP_Client","University","Married",0,10,"36",3,"C","30/01/2012","Sales","Owned",1,"","D"
1521,0,"Non Existing Client","03/11/1978","05/07/2011","NP_Client","University","Married",0,10,"18",2,"C","17/07/2011","Sales","Owned",1,"29/11/2012","B"
5445,0,"Non Existing Client","24/08/1972","27/10/2011","NP_Client","University","Married",0,15,"30",1,"C","30/11/2011","Sales","Owned",1,"","B"
3992,0,"Non Existing Client","04/07/1972","13/09/2011","NP_Client","University","Married",0,15,"30",1,"G","04/10/2011","Sales","Owned",2,"","C"
341,0,"Non Existing Client","04/07/1978","11/05/2011","NP_Client","University","Married",0,1,"18",1,"C","16/05/2011","Sales","Owned",1,"","B"
9052,0,"Non Existing Client","17/08/1968","21/03/2012","NP_Client","University","Married",0,22,"18",2,"C","29/03/2012","Sales","New rent",1,"","B"
1576,0,"Non Existing Client","03/01/1958","17/07/2011","NP_Client","Master/PhD","Married",0,15,"21",1,"C","19/07/2011","Sales","Owned",2,"16/09/2012","B"
2369,0,"Non Existing Client","17/02/1975","04/08/2011","NP_Client","University","Married",0,11,"50",12,"C","11/08/2011","Branch","Old rent",1,"","K"
3090,0,"Non Existing Client","23/07/1976","05/09/2011","NP_Client","University","Married",3,25,"20",1,"C","07/09/2011","Sales","Owned",1,"08/02/2012","B"
6054,0,"Existing Client","02/09/1956","09/12/2009","NP_Client","Master/PhD","Married",3,24,"25",1,"P","29/01/2012","Sales","Owned",2,"24/03/2013","C"
8312,0,"Non Existing Client","02/07/1971","14/03/2012","NP_Client","University","Married",3,10,"36",3,"C","15/03/2012","Sales","Owned",1,"","B"
4514,0,"Existing Client","09/04/1978","08/12/2005","NP_Client","University","Married",3,3,"80",3,"C","13/11/2011","Branch","Owned",2,"03/01/2013","D"
1551,0,"Non Existing Client","04/07/1972","13/07/2011","NP_Client","Master/PhD","Married",2,9,"20",1,"C","18/07/2011","Sales","Owned",1,"","B"
1589,0,"Non Existing Client","05/01/1970","18/07/2011","NP_Client","University","Married",3,1,"20",1,"C","20/07/2011","Sales","Owned",1,"","B"
7275,0,"Non Existing Client","05/04/1961","02/02/2012","NP_Client","University","Married",0,15,"216",1,"C","06/02/2012","Sales","Owned",1,"","D"
2243,0,"Non Existing Client","17/04/1982","27/07/2011","NP_Client","University","Married",1,18,"60",2,"C","30/07/2011","Branch","Owned",1,"","B"
2563,0,"Non Existing Client","23/09/1979","16/08/2011","NP_Client","University","Married",2,2,"35",1,"C","20/08/2011","Sales","Owned",1,"","B"
447,0,"Non Existing Client","02/11/1978","24/05/2011","NP_Client","University","Married",2,2,"36",3,"C","25/05/2011","Sales","Owned",1,"","B"
9279,0,"Non Existing Client","25/04/1950","08/04/2012","NP_Client","University","Married",0,2,"36",2,"C","11/04/2012","Sales","Owned",1,"","B"
7567,0,"Non Existing Client","30/05/1973","19/02/2012","NP_Client","University","Married",2,10,"60",2,"C","20/02/2012","Sales","Owned",1,"","B"
3638,0,"Existing Client","12/11/1969","03/12/2007","NP_Client","University","Married",4,5,"100",5,"G","04/10/2011","Branch","Parents",1,"","J"
3784,0,"Existing Client","26/03/1974","07/11/2010","P_Client","University","Married",3,10,"283,172",1,"C","22/09/2011","Sales","Owned",1,"","G"
1910,0,"Existing Client","24/05/1986","26/03/2008","P_Client","University","Single",0,25,"30,456",3,"C","22/08/2011","Branch","Parents",1,"","L"
3318,0,"Non Existing Client","03/11/1963","12/09/2011","NP_Client","University","Married",0,1,"20",1,"C","18/09/2011","Sales","Old rent",1,"","B"
3414,0,"Non Existing Client","06/11/1975","20/09/2011","NP_Client","University","Married",2,2,"18",2,"C","21/09/2011","Sales","Owned",1,"","B"
9112,0,"Non Existing Client","12/05/1951","26/03/2012","NP_Client","University","Married",0,10,"36",10,"C","29/03/2012","Sales","Owned",1,"","B"
4767,1,"Non Existing Client","14/08/1967","09/10/2011","NP_Client","University","Married",2,1,"36",1,"C","27/10/2011","Sales","Owned",1,"28/06/2012","M"
7167,0,"Non Existing Client","04/02/1989","12/01/2012","NP_Client","University","Single",0,5,"25,8",1,"C","01/02/2012","Branch","Parents",2,"25/02/2013","B"
9526,0,"Non Existing Client","21/06/1953","23/04/2012","NP_Client","University","Married",2,1,"36",1,"C","24/04/2012","Sales","Owned",1,"","B"
1914,1,"Existing Client","22/01/1951","05/06/2008","NP_Client","University","Married",2,32,"20",1,"C","11/08/2011","Sales","Old rent",1,"31/07/2012","B"
6478,1,"Non Existing Client","25/05/1989","05/01/2012","NP_Client","University","Single",0,13,"25",1,"C","10/01/2012","Sales","Old rent",1,"29/11/2012","B"
7583,0,"Non Existing Client","25/12/1982","15/02/2012","NP_Client","University","Divorced",0,15,"36",1,"G","21/02/2012","Sales","Owned",1,"","C"
6093,0,"Existing Client","21/04/1981","25/11/2010","P_Client","University","Married",1,30,"100",9,"C","05/01/2012","Branch","Owned",1,"","G"
3737,0,"Existing Client","25/09/1986","26/01/2010","P_Client","University","Single",0,25,"36",2,"C","23/10/2011","Branch","Owned",1,"","G"
1580,0,"Non Existing Client","21/01/1969","17/07/2011","NP_Client","University","Married",2,20,"20",1,"C","19/07/2011","Sales","Owned",1,"","B"
6850,0,"Non Existing Client","19/05/1961","24/01/2012","NP_Client","University","Married",0,1,"36",1,"C","26/01/2012","Sales","Owned",1,"","D"
2114,0,"Existing Client","01/09/1985","20/04/2011","NP_Client","University","Married",2,2,"200",2,"C","02/08/2011","Branch","Owned",1,"","B"
9460,0,"Non Existing Client","30/10/1951","21/04/2012","NP_Client","Master/PhD","Married",0,22,"80",2,"C","22/04/2012","Sales","Owned",1,"","B"
2419,0,"Non Existing Client","08/06/1970","08/08/2011","NP_Client","University","Married",0,15,"30",1,"C","09/08/2011","Sales","Owned",1,"","B"
6616,0,"Non Existing Client","18/09/1987","14/01/2012","NP_Client","University","Single",0,24,"36",24,"C","16/01/2012","Branch","Owned",1,"","D"
6065,0,"Existing Client","01/01/1985","18/04/2010","P_Client","University","Single",0,20,"22,8",2,"C","04/01/2012","Branch","Parents",1,"","G"
4577,0,"Non Existing Client","12/11/1974","31/10/2011","NP_Client","Master/PhD","Married",2,10,"20",1,"C","02/11/2011","Sales","Old rent",1,"","B"
287,0,"Non Existing Client","09/07/1985","10/05/2011","NP_Client","University","Single",0,26,"36",1,"C","15/05/2011","Sales","Old rent",1,"","B"
8569,0,"Non Existing Client","29/11/1981","18/03/2012","NP_Client","University","Married",0,10,"36",3,"C","20/03/2012","Sales","Owned",1,"","B"
3684,0,"Existing Client","27/03/1960","24/02/2009","NP_Client","University","Married",2,18,"18",3,"C","12/10/2011","Sales","Owned",1,"","B"
869,0,"Non Existing Client","03/01/1959","13/06/2011","NP_Client","University","Widowed",3,15,"30",1,"C","14/06/2011","Sales","Owned",1,"","B"
7318,0,"Non Existing Client","02/04/1986","06/02/2012","NP_Client","University","Married",1,2,"42",5,"C","09/02/2012","Branch","Owned",1,"","K"
1377,0,"Non Existing Client","20/04/1986","29/06/2011","NP_Client","Master/PhD","Single",0,10,"50",1,"C","03/07/2011","Branch","Parents",1,"30/08/2012","K"
4679,0,"Non Existing Client","03/05/1970","02/10/2011","NP_Client","University","Married",0,15,"30",1,"C","31/10/2011","Sales","Owned",1,"","K"
7764,0,"Existing Client","01/06/1957","21/12/1994","NP_Client","University","Married",3,10,"200",10,"G","22/02/2012","Branch","Owned",1,"","B"
5070,0,"Non Existing Client","16/12/1949","24/11/2011","NP_Client","University","Married",0,10,"36",3,"C","28/11/2011","Sales","Owned",1,"","B"
5479,0,"Non Existing Client","18/02/1985","30/11/2011","NP_Client","University","Married",0,1,"250",1,"C","01/12/2011","Sales","Owned",1,"","B"
3494,0,"Non Existing Client","07/09/1968","22/09/2011","NP_Client","University","Married",2,22,"18",2,"C","26/09/2011","Sales","Owned",1,"","B"
518,0,"Existing Client","04/06/1972","11/04/2006","NP_Client","University","Married",3,20,"110",7,"G","20/06/2011","Branch","Owned",1,"","L"
8489,0,"Non Existing Client","16/08/1979","13/03/2012","NP_Client","University","Married",2,12,"108",9,"C","19/03/2012","Branch","Owned",1,"","B"
8035,0,"Existing Client","22/12/1958","17/10/2011","NP_Client","University","Married",1,15,"1000",5,"P","21/03/2012","Branch","Owned",2,"27/01/2013","E"
8774,0,"Existing Client","30/05/1964","01/07/2004","NP_Client","University","Married",2,7,"120",24,"P","26/03/2012","Branch","Owned",1,"","E"
6296,0,"Non Existing Client","08/12/1983","20/12/2011","NP_Client","University","Single",0,11,"36",3,"C","03/01/2012","Sales","Owned",1,"27/02/2013","B"
1299,0,"Non Existing Client","21/09/1974","19/07/2011","NP_Client","University","Married",1,1,"24",1,"C","25/07/2011","Sales","Owned",2,"06/01/2013","L"
841,1,"Non Existing Client","26/01/1989","09/06/2011","NP_Client","University","Single",0,10,"18",1,"C","12/06/2011","Sales","Parents",1,"15/08/2012","B"
2424,1,"Non Existing Client","27/03/1987","07/08/2011","NP_Client","University","Single",0,1,"36",1,"C","11/08/2011","Branch","Old rent",1,"29/03/2012","B"
4663,0,"Existing Client","23/10/1961","05/09/2011","NP_Client","Master/PhD","Married",2,3,"800",10,"G","25/10/2011","Branch","New rent",1,"","B"
1746,0,"Non Existing Client","07/12/1978","14/07/2011","NP_Client","University","Married",0,12,"18",2,"C","27/07/2011","Sales","New rent",1,"","B"
9085,0,"Non Existing Client","03/05/1975","26/03/2012","NP_Client","University","Married",2,1,"36",1,"C","28/03/2012","Sales","Owned",1,"","D"
3267,0,"Non Existing Client","02/02/1980","13/09/2011","NP_Client","Master/PhD","Married",2,1,"20",1,"G","21/09/2011","Sales","Owned",1,"","C"
4160,0,"Non Existing Client","01/04/1981","11/10/2011","NP_Client","University","Married",0,4,"24",1,"G","17/10/2011","Branch","Old rent",1,"","B"
1988,0,"Existing Client","18/07/1987","17/11/2009","NP_Client","University","Single",0,1,"20",1,"C","24/08/2011","Sales","Owned",1,"","J"
8916,0,"Existing Client","01/07/1988","25/08/2009","NP_Client","University","Married",0,1,"36",1,"C","10/04/2012","Sales","Owned",1,"","B"
9019,0,"Non Existing Client","25/08/1974","09/04/2012","NP_Client","University","Married",3,21,"40",15,"C","17/04/2012","Branch","Owned",1,"","D"
2347,0,"Non Existing Client","07/10/1958","07/08/2011","NP_Client","University","Married",0,20,"18",2,"C","08/08/2011","Sales","Owned",1,"22/04/2013","D"
8168,0,"Non Existing Client","24/10/1962","26/02/2012","NP_Client","University","Married",3,1,"36",1,"C","29/02/2012","Sales","Owned",1,"","B"
9069,0,"Existing Client","01/01/1968","28/03/2012","NP_Client","Master/PhD","Married",4,15,"150",20,"G","09/04/2012","Branch","Old rent",1,"","M"
135,0,"Existing Client","28/03/1990","05/10/2010","NP_Client","University","Single",0,21,"36",0,"C","09/05/2011","Branch","Owned",1,"","J"
5402,0,"Non Existing Client","01/12/1981","21/11/2011","NP_Client","Master/PhD","Married",2,5,"25",1,"C","29/11/2011","Sales","Owned",1,"","C"
2339,0,"Non Existing Client","25/03/1977","24/07/2011","NP_Client","University","Married",1,7,"18",2,"C","07/08/2011","Sales","Owned",1,"","B"
8652,0,"Non Existing Client","06/01/1980","21/03/2012","NP_Client","University","Married",2,4,"30",7,"C","22/03/2012","Branch","Parents",1,"12/11/2012","B"
7101,0,"Existing Client","13/06/1956","14/06/2011","P_Client","University","Married",0,15,"36",1,"C","19/02/2012","Sales","Owned",1,"","B"
6230,0,"Non Existing Client","21/04/1955","27/12/2011","NP_Client","University","Married",4,1,"36",1,"C","02/01/2012","Sales","Owned",1,"","B"
7103,0,"Existing Client","01/01/1976","10/07/2011","NP_Client","University","Married",0,15,"36",1,"C","29/01/2012","Sales","Owned",2,"25/02/2013","B"
1862,0,"Non Existing Client","23/08/1980","17/07/2011","NP_Client","University","Married",2,8,"66",3,"G","04/08/2011","Branch","Owned",1,"","K"
3748,0,"Existing Client","01/09/1986","22/04/2010","P_Client","University","Married",0,2,"26",4,"G","25/10/2011","Branch","Owned",1,"","B"
7998,0,"Existing Client","06/11/1971","24/03/2011","NP_Client","Master/PhD","Single",0,10,"50",12,"C","08/03/2012","Sales","Owned",1,"","C"
9324,0,"Non Existing Client","21/06/1981","09/04/2012","NP_Client","University","Married",1,2,"80",3,"C","11/04/2012","Sales","Owned",1,"","B"
6443,0,"Non Existing Client","24/02/1988","21/12/2011","NP_Client","University","Single",0,2,"25",21,"C","09/01/2012","Sales","Owned",1,"","B"
3870,1,"Existing Client","25/08/1983","25/09/2011","NP_Client","University","Single",0,8,"38,532",2,"C","13/10/2011","Sales","Owned",1,"28/02/2013","L"
3550,0,"Existing Client","15/02/1960","25/08/2003","NP_Client","University","Married",0,15,"96",1,"G","22/09/2011","Branch","Owned",2,"21/05/2012","L"
659,0,"Existing Client","26/09/1976","25/11/2010","NP_Client","University","Married",0,2,"20",1,"C","21/06/2011","Sales","New rent",1,"","B"
1373,0,"Existing Client","24/01/1962","30/06/2011","NP_Client","University","Married",3,22,"36",22,"C","27/07/2011","Sales","Old rent",1,"24/10/2012","B"
4681,0,"Non Existing Client","28/05/1961","11/10/2011","NP_Client","University","Married",0,15,"50",1,"G","30/10/2011","Sales","Owned",1,"","C"
1990,0,"Existing Client","12/12/1986","16/12/2009","P_Client","University","Single",0,24,"26,296",3,"C","09/08/2011","Branch","Owned",1,"","G"
4432,0,"Non Existing Client","15/12/1964","23/10/2011","NP_Client","University","Married",2,15,"200",1,"C","27/10/2011","Sales","Owned",2,"04/02/2013","B"
8379,0,"Non Existing Client","22/09/1959","11/03/2012","NP_Client","University","Married",2,1,"36",1,"C","12/03/2012","Sales","Owned",1,"","B"
3655,0,"Existing Client","09/06/1986","02/07/2008","NP_Client","University","Married",0,10,"20",1,"C","19/10/2011","Sales","Owned",2,"25/03/2013","B"
430,0,"Non Existing Client","24/08/1983","14/04/2011","NP_Client","Master/PhD","Married",0,1,"18",3,"C","23/05/2011","Branch","Owned",1,"02/01/2012","B"
3944,0,"Non Existing Client","27/09/1971","29/09/2011","NP_Client","University","Married",4,22,"18",2,"C","29/09/2011","Sales","Owned",2,"","B"
7920,0,"Existing Client","17/04/1982","13/05/2009","NP_Client","University","Single",0,10,"250",5,"P","14/03/2012","Branch","Owned",1,"","E"
2364,0,"Non Existing Client","22/12/1968","05/07/2011","NP_Client","University","Married",2,10,"35",12,"C","09/08/2011","Branch","Owned",1,"","K"
6026,0,"Existing Client","30/06/1963","24/03/2009","NP_Client","University","Married",0,15,"36",1,"G","17/01/2012","Sales","Owned",1,"","C"
1671,0,"Non Existing Client","13/05/1956","19/07/2011","NP_Client","University","Married",3,10,"36",1,"C","24/07/2011","Sales","Owned",1,"","D"
2340,0,"Non Existing Client","07/10/1970","02/08/2011","NP_Client","University","Married",2,10,"36",1,"C","07/08/2011","Sales","Owned",1,"","B"
6993,0,"Existing Client","22/12/1984","25/08/2008","NP_Client","University","Single",0,5,"36",4,"C","16/02/2012","Branch","Owned",1,"","J"
4499,0,"Existing Client","18/02/1947","15/09/1994","P_Client","University","Married",0,10,"36",3,"C","25/10/2011","Sales","Owned",2,"26/03/2013","B"
4007,0,"Non Existing Client","19/04/1981","03/10/2011","NP_Client","University","Single",0,20,"27,852",4,"C","16/10/2011","Branch","Parents",1,"","K"
6997,0,"Existing Client","04/09/1972","21/10/2008","NP_Client","University","Married",0,10,"36",3,"C","07/02/2012","Sales","Owned",1,"","B"
8170,0,"Non Existing Client","06/08/1978","27/02/2012","NP_Client","University","Married",0,11,"36",10,"C","29/02/2012","Sales","Owned",1,"","B"
5220,0,"Existing Client","19/01/1959","01/11/2009","NP_Client","University","Married",0,10,"50",10,"C","27/12/2011","Sales","Owned",1,"","B"
1692,0,"Non Existing Client","03/09/1969","14/07/2011","NP_Client","Master/PhD","Married",2,14,"120",1,"C","25/07/2011","Sales","Old rent",1,"","B"
4934,0,"Existing Client","10/12/1968","15/11/2011","NP_Client","University","Married",2,20,"111,996",16,"G","21/11/2011","Branch","Owned",2,"14/01/2013","B"
8043,0,"Existing Client","15/06/1981","20/12/2011","NP_Client","Master/PhD","Married",2,10,"18",1,"G","14/03/2012","Sales","Owned",2,"","C"
4841,0,"Non Existing Client","27/09/1984","30/10/2011","NP_Client","University","Single",0,10,"36",3,"C","03/11/2011","Sales","Owned",1,"","B"
3326,0,"Non Existing Client","08/08/1973","18/09/2011","NP_Client","University","Married",0,40,"18",2,"C","21/09/2011","Sales","Owned",1,"","B"
8140,0,"Non Existing Client","03/08/1988","22/02/2012","NP_Client","University","Single",1,10,"24",2,"C","01/03/2012","Branch","Owned",1,"","K"
4808,0,"Non Existing Client","03/10/1960","31/10/2011","NP_Client","University","Married",0,1,"36",1,"C","01/11/2011","Sales","Owned",1,"","B"
7136,0,"Existing Client","14/11/1982","03/01/2012","NP_Client","University","Single",0,10,"49,92",2,"C","12/02/2012","Sales","Owned",1,"","L"
1610,0,"Non Existing Client","20/10/1952","17/07/2011","NP_Client","University","Married",0,10,"36",1,"C","20/07/2011","Sales","Owned",1,"","D"
7589,0,"Non Existing Client","30/11/1964","19/02/2012","NP_Client","University","Married",0,15,"240",5,"C","21/02/2012","Sales","Owned",1,"","B"
3839,0,"Existing Client","05/09/1975","03/08/2011","NP_Client","University","Married",0,10,"20",10,"C","11/10/2011","Sales","Owned",1,"","B"
7385,0,"Non Existing Client","18/06/1957","09/02/2012","NP_Client","University","Married",0,8,"25",1,"C","12/02/2012","Sales","Owned",2,"16/04/2013","B"
8872,0,"Existing Client","01/03/1970","12/06/2008","P_Client","University","Married",3,1,"105,24",8,"G","29/03/2012","Branch","Owned",1,"","G"
1714,0,"Non Existing Client","03/06/1976","19/07/2011","NP_Client","University","Married",2,8,"20",1,"C","25/07/2011","Sales","Owned",1,"","B"
3172,0,"Non Existing Client","13/04/1958","11/09/2011","NP_Client","University","Married",0,10,"36",10,"C","12/09/2011","Sales","Owned",1,"","B"
7571,0,"Non Existing Client","16/10/1971","13/02/2012","NP_Client","University","Married",0,10,"36",10,"C","20/02/2012","Sales","Owned",1,"","B"
8879,0,"Existing Client","27/11/1977","17/09/2008","NP_Client","University","Single",2,34,"24",11,"G","29/03/2012","Branch","Owned",1,"","C"
2654,0,"Non Existing Client","15/04/1967","24/08/2011","NP_Client","University","Married",3,5,"18",2,"C","25/08/2011","Sales","Owned",1,"","D"
1547,0,"Non Existing Client","01/03/1981","13/07/2011","NP_Client","University","Married",0,7,"36",1,"C","18/07/2011","Sales","Owned",1,"10/07/2012","B"
2733,0,"Existing Client","03/12/1971","06/01/2005","P_Client","University","Married",3,12,"78",12,"G","13/09/2011","Branch","Owned",1,"","G"
6963,0,"Existing Client","01/09/1971","29/05/2007","NP_Client","University","Married",0,1,"25",1,"C","01/02/2012","Sales","Owned",1,"17/09/2012","B"
428,0,"Non Existing Client","23/02/1959","23/05/2011","NP_Client","University","Married",0,20,"12",30,"C","24/05/2011","Branch","Owned",1,"","B"
9598,0,"Existing Client","12/07/1951","01/09/1992","NP_Client","University","Married",2,6,"120",1,"P","08/04/2012","Branch","Owned",1,"","E"
3314,0,"Non Existing Client","05/12/1980","13/09/2011","NP_Client","University","Married",2,1,"36",1,"C","18/09/2011","Sales","Owned",1,"","D"
2914,0,"Existing Client","22/06/1971","08/09/2010","NP_Client","University","Married",3,19,"36",1,"C","27/09/2011","Sales","Old rent",1,"","K"
4111,0,"Non Existing Client","04/02/1960","05/10/2011","NP_Client","University","Married",2,20,"20",1,"C","12/10/2011","Sales","Owned",1,"","B"
975,0,"Non Existing Client","04/02/1983","19/06/2011","NP_Client","University","Married",0,5,"20",1,"C","20/06/2011","Branch","Owned",1,"16/05/2012","B"
5285,0,"Non Existing Client","20/11/1981","11/07/2011","NP_Client","University","Single",0,15,"30",1,"C","28/07/2011","Sales","Owned",2,"","C"
5354,0,"Non Existing Client","18/11/1986","21/11/2011","NP_Client","University","Married",0,6,"20,4",1,"C","07/12/2011","Branch","Owned",2,"03/02/2013","D"
6482,0,"Non Existing Client","04/03/1990","05/01/2012","NP_Client","University","Single",0,22,"18",2,"C","10/01/2012","Sales","Owned",1,"","B"
1866,0,"Existing Client","02/02/1961","19/06/2006","NP_Client","University","Married",0,15,"100",1,"G","12/08/2011","Sales","Owned",1,"","C"
2454,0,"Non Existing Client","01/01/1972","14/08/2011","NP_Client","University","Married",2,12,"18",2,"C","15/08/2011","Sales","Owned",1,"","D"
226,0,"Non Existing Client","28/11/1984","04/05/2011","NP_Client","University","Married",0,2,"18",1,"C","05/05/2011","Sales","Owned",1,"","B"
5928,0,"Existing Client","11/01/1964","02/07/2006","NP_Client","University","Married",0,11,"36",11,"G","08/12/2011","Sales","Owned",1,"","B"
3702,0,"Existing Client","14/03/1973","06/04/2009","NP_Client","University","Married",2,22,"500",14,"G","02/10/2011","Branch","Owned",1,"","C"
5619,0,"Non Existing Client","02/07/1983","03/11/2011","NP_Client","University","Married",0,1,"36",1,"G","08/12/2011","Sales","Owned",1,"","C"
1236,0,"Existing Client","26/06/1958","11/03/2009","NP_Client","University","Married",4,20,"71,124",20,"C","07/07/2011","Branch","Owned",1,"","K"
6038,0,"Existing Client","15/07/1978","17/05/2009","NP_Client","University","Married",3,15,"36",15,"C","15/01/2012","Sales","Owned",1,"17/05/2013","B"
6271,0,"Non Existing Client","10/10/1958","28/12/2011","NP_Client","University","Married",0,15,"30",1,"C","02/01/2012","Sales","Owned",1,"","D"
8906,0,"Existing Client","03/04/1975","26/04/2009","P_Client","University","Married",2,10,"19,992",10,"C","19/04/2012","Sales","Owned",1,"","G"
9401,0,"Non Existing Client","12/12/1980","17/04/2012","NP_Client","University","Married",2,1,"36",1,"C","18/04/2012","Sales","Owned",1,"","B"
1310,0,"Existing Client","09/05/1973","25/10/2010","NP_Client","Master/PhD","Married",2,8,"120",14,"G","25/07/2011","Branch","Owned",1,"","C"
6171,0,"Existing Client","01/04/1980","12/12/2011","NP_Client","University","Married",4,1,"36",1,"C","15/01/2012","Sales","Owned",1,"","M"
1929,0,"Existing Client","01/05/1976","19/10/2008","P_Client","University","Married",2,1,"20",1,"C","15/08/2011","Sales","Owned",1,"","B"
492,0,"Non Existing Client","11/05/1973","02/05/2011","NP_Client","University","Married",2,12,"18",1,"C","03/05/2011","Sales","Owned",1,"","B"
5920,0,"Non Existing Client","10/04/1954","14/12/2011","NP_Client","University","Married",0,10,"36",31,"C","15/12/2011","Sales","Owned",1,"","D"
3457,0,"Non Existing Client","02/05/1978","22/09/2011","NP_Client","University","Married",0,4,"36",4,"C","25/09/2011","Sales","Owned",1,"","B"
3647,0,"Existing Client","09/09/1977","23/03/2008","P_Client","University","Married",1,10,"36",10,"C","17/10/2011","Sales","Owned",1,"","B"
1658,0,"Non Existing Client","29/08/1967","18/07/2011","NP_Client","University","Married",2,35,"36",1,"C","26/07/2011","Sales","Owned",1,"","B"
2093,0,"Existing Client","15/07/1976","26/01/2011","P_Client","Master/PhD","Single",0,10,"147",0,"G","22/08/2011","Branch","Parents",1,"30/04/2013","G"
7738,0,"Existing Client","19/08/1965","23/11/2000","NP_Client","University","Married",4,20,"420",20,"P","16/02/2012","Branch","Owned",1,"","E"
